PMID ,PERSONS
PMID , 
22554182," Rebecca S Devon , "
22559859," David H. Murdock , "
22559876," Grant , Grant , Tiejun Cheng , "
22559915," Erik Volz , Claus Wilke , "
22559942," Peter Tonellato , Dennis Wall , Mohamed Elkalioby , Sondos Seif , "
22559985, 
22558947," Jacob Feala , Vesna Memi , Xin Hu , Ft. Detrick , "
22559006, 
22559038," Julia Saperia , "
22559072," Gordon Gremme , Sascha Steinbiss , Dirk Willrodt , Sascha Steinbiss , Martin Frith , "
22594994, 
22594995, 
22594996, 
22594997," Radapop , "
22594998, 
22594999, 
22595000, 
22595001, 
22595002, 
22595003," Grant , Grant , Aihara Project , "
22595004, 
22595005, 
22595006," Fabio Stroppa , Dr. Caroline Oakley , "
22568762," E. Audemard , "
22568790," Dr. David Svinarich , Brad Sherman , S.K. , "
22568834," Wasco Wruck , Jevgeni Erehman , Andr , Rauschenbach , "
22568884, 
22568821," Calouste Gulbenkian , "
23146171," Paul Boddie , Katerina Michalickova , "
23146204," Doug Allen , "
23148417," Tanja Christensen , Dr. E. Snapp , Bronx , "
23148484," Terrence Barrette , Jeremy Hallum , Craig Silverstein , Austin Appleby , Catherine Grasso , O. Alejandro Balbin , Karen Giles , Christine Betts , Alfred A. Taubman Scholar , Grant , "
23148517, 
23148531, 
23151154, 
23151206, 
23151233," Cyril Bras , Chen Pan , Alexandre Zakhm , "
23151247," Herwig Van Marck , Bie Verbist , "
23157272, 
23157288, 
23157318, 
23157331," Yuexiang Shi , "
23164367," Karl Schweighofer , "
23113990," Bernd M. Rode , "
23116496," Paul Labute , Ken Kelly , "
23170965," de Amparo , Rachou , Programa , CNPq , Ruy , Raul Torrieri , "
23171000," de Amparo , "
23174015," Anastasia Berst , A. Berst , Tanguay , Tara Gibson , Hao Truong , Battelle , Battelle , "
23174036," Noel Ellis , R. Redden , Chris Thachuk , "
23176036, 
23176080," Alper Sarikaya , Craig Bingman , Cipriano , "
23181507, 
23181553," F. S. Pavone , L. Sacconi , L. Silvestri , "
23181585," Mike Starr , Aaron Darling , Russell Neches , Erin Lynch , "
23194062," Grant , Grant , Mathieu Blanchette , Paul Francois , "
23199373, 
23176103," Hyungwon Choi , "
23176119," Olga Vitek , "
23176142," Michael Becker , Jeramie Watrous , "
23176165, 
23176192, 
23176207, 
23176259, 
23176300," Matthew Hahn , Haixu Tang , Dr. Sujun Li , "
23176322, 
23176351, 
23176383," Dr. Leslie T. Cooper , Dr. Manish Kohli , Dr. LeeAnn Higgins , "
23176520, 
23176545, 
23126469, 
23126499, 
23126528," Jorge Navaza , Adam Godzik , Lukasz Jaroszewski , Lukasz Kozlowski , Grzegorz Chojnowski , "
23130999, 
23137144," Markus Martin , Bart van den Berg , Fredrik Levander , Thorsteinn Rognvaldsson , "
23140471," Lillian Liu , "
23140486, 
23046094," Bridget McInnes , Sergei Pakhomov , Ted Pedersen , "
23050565, 
23057711, 
23061897," Eisen , Pollard , "
23061930, 
23066814," J. Wiltfang , C. Harder , "
23066841, 
23072295," Andrew Jakubowski , "
23072312," Nallasivam Palanisamy , Chandan Kumar-Sinha , Dan R. Robinson , Saravana M. Dhanasekaran , A. Alfred Taubman Scholar , "
23075381," Despina Sanoudou , "
23083219," Kevin Coombes , Li Zhang , Pan Tong , Zhifeng Shao , "
23088656, 
23095452," Wilfred F. van Gunsteren , "
23102025, 
23102059," Guanming Wu , Hamid Bolouri , Ilya Shmulevich , Hamid Bolouri , Hector Rovira , Brady Bernard , "
23102108," Megan Riordan , Geet Duggal , Rob Patro , "
23107320, 
23107360, 
23110596, 
23110635, 
23110660," Perry Moerland , Barbera van Schaik , Piet Molenaar , Mark van den Brand , Steffen Klamt , Damian Sulewski , Stefan Edelkamp , "
23110677," Wallace H. Coulter Foundation , "
23113967," Chris Quince , Sue Huse , Chris Quince , Kabir Peay , "
23113980," Peter Ahnert , Arndt Gro , Holger Kirsten , Abdul Nachtigaller , Markus Scholz , "
23031277, 
23031320," Juha Karjalainen , Rainer Lehtonen , Virpi Ahola , Ilkka Hanski , Panu Somervuo , Lars Paulin , Petri Auvinen , Liisa Holm , Patrik Koskinen , Pasi Rastas , Niko , Esko Ukkonen , "
23033843, 
23033878, 
23035929, 
23039758," Matt Menke , Matt , Matt , "
23043260," S. Kelly , "
22963006," Marie Curie Fellowship , "
23046182, 
23046216, 
23046276, 
23046301," Zhang , Wu , Peng , "
23046347, 
23046392, 
23046413," MURI , "
23046442, 
23046475, 
23046496," Mr. James Netherton , "
23046522, 
23046449," Brian Denton , Woody Hagar , Anthony Tissera , Lynley Dungan , "
23046480," Mr. Jay Jackson , Dr. Zhuo Xing , "
23046503," William Schneider , Jacqueline Fletcher , James Borrone , Rakesh Kaundal , "
22963049," Rainer Merkl , Torsten Sch , Mehmet Gltas , "
22966941," Ted McCormack , "
22966980, 
22967011, 
22971057," Bengt Person , Wallner , Andersson , Karolinska Institutet , "
22971100, 
22971117," Jake Kirkwood , David Hou , "
22974051," Therese Pothier , "
22974078, 
22978315, 
22984947, 
22984983, 
22988817," Jon Sorenson , James Bullard , Eric Schadt , Jonas Korlach , "
22992255, 
22994508, 
22998471," Jeremy Bellay , Darya Filippova , Michelle Girvan , Shridhar Hannenhalli , Guillaume Mar , Rob Patro , Cara Treglio , Praveen Vaddadi , Hao Wang , C.K. , "
22998498," Witold Dyrka , "
22998532, 
23006766," Dr. Jean-Luc Mougeot , Benjamin Rix Brooks , Dr. Andrew Carr , Deepthi Chaturvedi , Andrea Price , Weller , "
23009561, 
23009593," H. Tang , J. K. Colbourne , J. Carter , Z. Lai , K. Mockaitis , Z. Smith , "
23013469, 
23017167," Paul Pavlidis , Joseph Yamada , "
23016513, 
23020215," Julio Saez-Rodriguez , Steffen Klamt , "
23020243, 
23020263," Amit Sinha , Shannon Joslin , Kristen Beck , Michael Lewis , MR , J. David Gladstone Institutes , "
22943283, 
22943312," Ms. Akshita Dutta , Ms. Rosario I. Corona , "
22946927, 
22950634," Fernando J. Corrales , Lourdes Ortiz , "
23095472, 
23095498," PRIN , "
23095521," Nikki Sabourin , "
23095605," Bruce P. Ayati , Glenn Webb , "
23095663," Regi , "
23095709," Corrado Priami , R. A. Soo , Lai San Tham , "
23095127, 
23095178, 
23095226," Michelle Osmond , Moustafa Ghanem , "
23095257," John Hatton , "
23095471," Andrea Demartini , "
23095502," PRIN , "
23095524," Simone Scalabrin , "
23095660," Malades Alzheimer , "
22958836," Daniela Kaufmann , Fatemeh Gholamrezaei , "
None, 
None," Caroline Sheridan , Jennifer Ishii , "
None," Jake Biesinger , Daniel Newkirk , Ali Mortazavi , "
None," Chunting Zhang , Xuegong Zhang , Dr. Xiaobin Zheng , Binbin Lai , Longshu Yang , Luying Liu , Qi Wang , Xiaoqi Wang , "
None, 
None, 
None," Antti Honkela , Teemu Kivioja , "
None, 
None, 
None," C.A. , "
None, 
None," Ali Mortazavi , Yifei Chen , Xie , "
None, 
None," Jinghui Zhang , Peter Campbell , Adam Butler , "
None, 
None," Vladimir Rokhlin , Ronald R. Coifman , Andrei Osipov , Yaniv Erlich , "
None, 
23574946," M. Sch , T. Martinetz , J.C. Claussen , "
23575005, 
23575108, 
23577585, 
23586423, 
23586463, 
23586520, 
None," Jamie L. Duke , "
None," Joost Beltman , Mathieu Sinn , "
None," della Ricerca , "
None," Timothy Davison , "
None, 
None," Grant , "
None," Ivonne Wollenberg , Alexandre Santos , Luis Gra , "
None, 
None," CNPq , "
None," R. Ribeiro , V. Ganusov , V. Greiff , J. Schuchhardt , "
None," Paul S Andrews , Mark Read , Jon Timmis , Richard A Williams , Jon Timmis , Mark Read , Jon Timmis , "
23601181," Dr. George Luta , "
23630983," Iddo Friedberg , Predrag Radivojac , Sean Mooney , Wyatt T. Clark , Stefano Toppo , "
None," Giuliano Preparata Foundation , "
None," PRIN , Consiglio Nazionale , "
None," PRIN , Consiglio Nazionale , "
None," Cancro , Italiana Glicogenosi , Fondazione Umberto Veronesi , Dr. Sara Barzaghi , "
None," J. R. Ullmann , "
None," Anton Dohrn , Milton Keynes , Stefano Gustincich , Piero Carninci , Elia Stupka , Graziano Fiorito , "
None," Marco Beccuti , Michael Poidinger , "
None, 
None, 
None," Nystedt , Anna Wetterbom , Nathaniel Street , Joakim Lundeberg , Knut , "
None," Claudio Felicioli , "
None," Lynn Rudd , "
None," PRIN , G. Riccio , Dr Maria Malanga , "
23617239," Grant , Grant , Grant , Tom Cattaert , "
23627640, 
23631733," A. Jimeno-Yepes , Dr. Michael Filhol , Dr. Darmoni , "
23557086," Dr. Maurice Swanson , Dr. Mark CK Young , "
23557111," Rognes T. , "
23557142," Anders Krogh , "
23560875," Torsten Hothorn , "
23566217, 
23398688," Sabry Razick , Paul Boddie , George Magklaras , "
23398696, 
23398735," Samuel Purvine , Nikola Toli , Angela Norbeck , Joshua Aldrich , Drs. Samuel Payne , Allan Konopka , Dr. Joshua Adkins , Dr. Mary Lipton , Amy Boaro , Dr. Birgitte Ahring , Nancy Colton , Dr. Kenneth Auberry , "
23398781, 
23402646," Matthew Wiener , Matthew Walker , Paul Ziegler , Guochun Xie , "
23409948, 
23409969," Mooney , Musen , Campisi , Ellerby , Lithgow , Geroscience , "
23413997," FEDER , S. Matos , "
23419172," Dr Chetana Sachidanandan , Dr Souvik Maiti , "
23418672," Anja Resemann , Detlef Suckau , Samira Jaeger , Anja Kasseckert , "
23418726, 
23418752, 
23374886," Lang Li , Malaz Boustani , Lei Liu , Lei Liu , "
23374913, 
23374982," Steven Soffe , Ted Henry , Kath Sloman , Danio , Ann Torr , "
23375020," Knut , "
23432980, 
23433004," Dr Sebastian Kmiecik , "
23433045," Dr. Vilas Menon , Dr. Kamil Khafizov , Dr. Enghui Yap , "
23441864," Susan G. Komen , "
23441880, 
23441908, 
23444904," H.M. , "
23445074, 
23445120," Cathryn Hogarth , Leanne Whitmore , "
23514099," Anna Lobley , "
23514123," Chris Funk , "
23514195, 
23514233," Dr. Mark Wass , "
23514271, 
23514326, 
23514353," GOtcha , "
23514381," Paul K. , Diane Shumaker , "
23514411," PRIN , "
23514456, 
23514548, 
23514582," Tim Karl , Laszlo Kajan , Marlena Drabik , Rolf Apweiler , Hinxton , Amos Bairoch , Helen Berman , Phil Bourne , Ioannis Xenarios , "
23514608," Dr. Predrag Radivojac , "
23514627, 
23379655, 
23379678," Mary Kuhner , "
23384097, 
23387364," Sandrine Lagarrigue , "
23387433, 
23387468," Dr. Amit Arora , "
23390980," Stokes , "
23394478," P. Darlu , C. Brochier , P. Gambette , Marne-la-Vall , C. Chapple , "
23368761, 
23368786, 
23368835," PRIN , "
23368876, 
23368899, 
23368951, 
23368970, 
23368995, 
23369037, 
23369061," Kahl , Rotter , Dr. Ricardo Vilela Abdelnoor , CNPq , de Amparo , "
23369085, 
23369106, 
23323762," Sumedha Penheiter , Jarryd Campbell , Melissa McNulty , Weibin Liu , Patrick Blackburn , Randall Krug , Chris Ward , Eric Klee , Dan Voytas , David Grunwald , "
23323800, 
23323835," Dr. David Baker , TMscore , "
23323884," L. Shepherd , Q. Hu , P. Colson , M. Zhu , Y. Yang , "
23323936, 
23323971, 
23324024," Michael Giddens , David Shorthouse , Andrew Muir , Sriram Srinivasan , Hariolf Haefele , John Wregglesworth , Edwin Skidmore , Sangeeta Kuchimanchi , Steven Gregory , Andy Edmonds , Bob Magill , Charles Miller , Paul Morris , Peter J , Jay Paige , Alan Paton , Cam Webb , Amy Zanne , Shannon Oliver , "
23324051," Nicolas Rodriguez , Francesco Iorio , "
23324080," Erin Lynch , Aaron Darling , Stewart , "
23323613," Dr. Syed Amir Iqbal , "
23323735, 
23323760, 
23323795, 
23323831," Ingo Vogt , Gunes Gundem , Sonja Althammer , Josh Millstein , "
23323856, 
23323883," Kjetil Klepper , Finn Drabl , Kristine Misund , Liv Thommesen , Astrid , "
23323543, 
23323678," Grant , Dr. Tuna Ekim , "
23327628, 
23327649," Peter Andrews , Ying Cai , R.A. , B.F. , "
23331614," Noah Daniels , Kenny Chua , "
23331634," Motonori Ota , Ryotaro Koike , Masaki Sasai , K.S. , "
23331707," Glen Edwards , "
23369147, 
23484214," Emily Chia-Yu , Scott Yi-Heng Lin , "
23367879, 
23368411," Masanori Arita , "
23368521, 
23368635," Aviv Madar , Jason McDermott , "
23368677," Geosciences , J. P. , "
23368706," Griffith , "
23368729, 
23368759, 
23368768," Gowonda , "
23368785," Dr. Isaam Saeed , Dr. Suhinthan Maheswararajah , Peter MacCallum , "
23368815," Bruce Macher , Bruce Macher , "
23368875," Stephanus Daniel Handoko , "
23368905, 
23368964, 
23369017, 
23369049, 
23369080, 
23369107, 
23369171, 
23369338," Yaoqi Zhou , "
23368093," Komen , "
23368418," Xuhui Huang , "
23368518, 
23331723," Nakai , Ogawa , Kamada , Kageyama , "
23336252," Thijs Beuming , "
23343408," M. D. Wang , "
23343428, 
23356573," Dustin Schaeffer , Jeremy Semeiks , Qing Lan , "
23360254," James B. Rawlings , "
23363224, 
23363272, 
23497388, 
23497429," Hanchuan Peng , Anthony Leonardo , Ting Zhao , Erhan Bas , Margaret Jefferies , "
23496778," EL Boone , Elswick , L. Dumenci , V. Ramakrishnan , "
23496817," Zhihua Liu , "
23496846, 
23506640, 
23452691," Grant , "
23510016," M.M. , R.J. , "
23514033, 
23522286," Michael R. Blatt , Kit Blatt , "
23522326, 
23530580, 
23530628, 
23537461," Christine Winter , Dr. Nancy Mah , "
23537498," Dr. Ian Paulsen , "
23537512, 
23452721, 
23452776," Bundesministerium , "
23452827," Peter Zandi , Lee Synkowski , "
23496949," Klas Hatje , Oliver Keller , Malte , "
23496976," Nat Goodman , Victor Cassen , Daniel Q. Naiman , Xue Lin , Bahman Afsari , Lita Earls , Julie Bletz , Howard Temin , "
23497007," George Weinstock , Erica Sodergren , Dr. R. Balfour Sartor , "
23497081, 
23497144, 
23497171," Stijn Vansteelandt , "
23497201," Ms. Kim Lawson , "
23497251, 
23497278," Huda Y. Zoghbi , Juan Botas , Lewis A. Chodosh , Olivier Litcharge , Tiemo Klisch , "
23514034," Ms. Sarah Bauer , De Groot , "
23514097," Chen Xing , Dr. Bing Zhang , "
23514126, 
23514199," T.W. Pai , "
23514235," Pai , "
23514273, 
23497329," Honglin Li , "
23497356, 
23639181, 
23641706, 
23647742," Moffitt , "
16110342, 
16110343," G. Cesarenni , Phil Irving , Caroline Lemerle , Ignacio Enrique Sanchez , Tecnologia , "
16110344," Varadachari Krishnan , "
16118665," Dr. Jonathan A. Eisen , Dr. Julie C. Dunning Hotopp , Robert L. Koenig , "
16118666, 
16158094," R. Wetzel , F. U. Hartl , B. Kuhlman , "
16158095," Carl Bergstrom , Jim Bull , "
16758003, 
16158097," Johanna McEntyre , Catherine Nancarrow , Mark Patterson , Steven Brenner , Michael Eisen , "
None, 
16362071," S. Mobashery , S. Vakulenko , "
16362072," Shelly Sazer , Aleks Milosavjevic , "
16362073," Su Yeon Kim , Rizvan Mamet , Nathan M. Pearson , Jonathan Pritchard , Eric J. Vallender , Peter McCullagh , Chris Hart , "
16362074," Bernard Dujon , Antonio Lazcano , Richard Miles , "
16477325," S. Brown , S. Krishna , S. Strogatz , Egan , "
16738704, 
16758004, 
16389299," Alexei Koulakov , Samuel S. H. Wang , Georg Streidter , Maxim Nikitchenko , "
16389300," Akihiro Nakao , Tamayo Uechi , Sayomi Higa , Dr. Ikuo Yoshihara , "
16477324," Michael Mwangi , Nicolas Buchler , Saurabh Sinha , "
16355253," Jean-Baptiste Boul , Morten Krogh , Virginie Orgogozo , "
16355254," Peter Johansson , Kasper Astrup Eriksen , Peter Schuster , Knut , Alice Wallenberg Foundation , "
16110337," Eric Allen , Jill Banfield , Susannah Tringe , Richard Karp , Satish Rao , "
16110331," Dr. Kirsty Grant , "
16110333," Andrew Thyne Reid Trust , "
16110332," Simon Levin , Andy Dobson , Victoria Coles , Khalid Boushaba , Manojit Roy , James S. McDonnell Foundation , "
16110334," Mike Ehlers , Dennis Bray , "
16110335," M. van Hoek , T. Sijen , Grant , "
16110336," Vitte , Chris Mungall , Emmanuel Mongin , Dave Emmert , Sima Misra , Chelsea Scholl , M. Curie , D. Diderot , Institut Jacques Monod , S. Russell , "
16110330," Dirk Holste , Vivian Tung , Zefeng Wang , Aniket Schneider , Grace Zheng , "
16103898," Yael Altuvia , Yoseph Barash , Ernest Fraenkel , Benjamin Gordon , Robert Goldstein , Ruth Hershberg , Dalit May , Lena Nekludova , Aviv Regev , Eran Segal , Harry , "
16103899," Yi Xing , Dr. Christopher Lee , "
16103900," Alexander Lukashin , Apostolos P. Georgopoulos , Bernhard Hellwig , Zolt , Henry Markram , Gilad Silberberg , "
16103901," Diarmaid Hughes , Kurt Nordstr , Otto Berg , Ehrenberg , Charles Kurland , Johan Elf , Hugo de Boer , Ehrenberg , Eduardo Rocha , "
16103902," Colin Dewey , Nicolas Bray , Lior Pachter , Jim Kent , Angie Hinrichs , Thadeous Kacmarczyk , Nicholas Socci , S. Cohen , "
16103903, 
16103904," M. Pagel , A. Meade , Jill Harrison , Val Wood , "
16103905, 
16103906, 
16103907, 
16103908," Oscar Aparicio , Stephen Bell , Carol Newlon , M. K. Raghuraman , Bruce Stillman , James Theis , Miraslava Kaloper , "
16103909," Jiawu Feng , Gustavo Stolovitzky , Ajay Royyuru , Isidore Rigoutsos , Jed Pitera , William Swope , "
16103910," Eugene Shakhnovich , John Max Harvey , "
16292353," Ram Ramaswamy , Antoine Danchin , James McInerney , Eduardo Rocha , "
16292354," Dr. Robert T. DeBoy , "
16299589," Dr. Michal Harel , Dr. Xiaolin Cheng , W. M. Keck Foundation , Accelrys , "
16299590, 
16322761, 
16322762, 
16322763," J. F. Crow , C. Wilke , B. Kerr , H. Wichman , L. Chao , C. Burch , G. Sella , "
16322764," Nir Yosef , Ya'acov Ritov , Shawn Lockery , Cori Bargmann , A. Kaufman , A. Keinan , M. Kupiec , E. Ruppin , "
16322765," Eric Lander , "
16322766," Fran , Pepin , "
16261191, 
16244704," Ilya Shindyalov , Russell Doolittle , John Huelsenbeck , Natarajan Kannan , Andrew F. Neuwald , "
16261192," A. Levy , Z. Livneh , K. Katzav , J. Leonard , A. , R. Hadar-Gabay , J. Japha , R. , R. Adar , G. Linshiz , G. Bejerano , Y. Benenson , A. Eldar , B. Geiger , A. Regev , E. Segal , Dr. M. Roshwald , "
None, 
16261194," Dr. Milton English , Ms. Lin Lei , Ms. Maria Anderson , Drs. Dongying Wu , Mr. Michael Gandolph , Dr. Myung-Soo Lyu , Robert Williams , Ms. Jose Gortier , Mr. Steve Haneline , Mr. Haneline , "
16261195," Frank Bruggeman , Branka Cajavec , Thomas H , Hoffmann , Michael Ronellenfitsch , Christine Sers , "
16261196," Anna Gerasimova , Dmitry Ravcheev , Andrey Mironov , Sergey Stolyar , "
16261197, 
16217548," J. F. Kirsch , Erica Boni , Chris Mehlin , Wim Hol , "
16170413," Pawan Dhar , Li Ye , Tan Chee Meng , Wu Song , Sandeep Somani , Arun Krishnan , Francis Tang , Stephen Wong , Guna Rajagopal , Santosh Mishra , Vinay Sarathy , Jeffrey Pang , Herbert Sauro , Brian Ingalls , Baltazar Aguda , "
16172632," Manny Ares , "
16193095, 
16184189," G. Alvarez-Bolado , M. Chen , A. Liang , A. Visel , M. Yaylaoglu , D. Armstrong , M. Bello , I. Kakadiaris , J. Maunsell , "
16184192," Eric Lander , "
16201007," M. Arbib , K. Friston , R. McIntosh , B. Horwitz , T. Behrens , "
16201008," Dr. Scott W. Herke , "
16201009, 
16163394," Peter Hunter , Peter Villiger , James Bassingthwaighte , Robert Balaban , Saleet Jafri , Marko Vendelin , "
16617376," John Chodera , Banu Ozkan , Vince Voelz , Albert Wu , "
16628247, 
