PMID ,PERSONS
PMID , 
21612626, 
21612630," A. Legarra , I. Aguilar , B. Yang , Y. Ramayo , A. Reverter , "
21612636, 
21612645, 
21612662, 
21612664, 
21612668," Richard Porter , Stephanie Hennrich , "
21612673," Jiang , Mr. Yoshihide Makino , "
21615889, 
21615913, 
21615941, 
21619603, 
21619611," Nova Smith , "
21619640, 
21619656," Otto A. Malm , BO , John , Birthe Meyer Foundation , "
21619662," Sam Griffiths-Jones , Uwe Ohler , Zhongzhi Zhang , Honglei Ji , Clustal , Jalview , "
21619696, 
21619703," Eamonn Maguire , James Malone , Ugis Sarkans , Emma Hastings , "
21535878," Dr. Iftikhar J. Kullo , "
21627789, 
21627824," Robert Scharpf , Henrik Bengtsson , Kai Wang , "
21535899," Jose Manuel C. Tub , "
21542920," Dr. Nakako Shibagaki , Hiroshi Tsugawa , "
21542923," Luay Nakhleh , "
21542931, 
21545712," P. Chatelet , "
21545751," Marie Des Georges , Caroline Guittard , D. P. , Vaincre , Mucoviscidose , "
21548938," David Figueroa , Deepthi Chaturvedi , "
21548974," Catherine Ball , M.M. , "
21554689, 
21554709," Michal Sabala , Mark Gerstein , Joel S. Rozowsky , Bradley I. Arshinoff , Guanming Wu , Zheng Zha , Marc Perry , Sonja Althammer , Zheng Zha , Shamit Soneji , Stephen Taylor , Ian Donaldson , Jasreet Hundal , "
21554713, 
21554720," M. Foster , C. Tusche , L. Steinbr , K. Patil , I. Sommer , D. Emig , B. Kneissl , D. St , L. Feuerbach , "
22074332, 
22078224," John Lucas , Dennis Watson , Caroline Reed , "
22078262, 
22078292, 
22078312," Martin Vingron , Bundesministerium , "
22078363," C. Samizo , Y. Mitagami , T. Yamamoto , Okazaki , "
22078435," Nevins , Jenny Freedman , Ashley Chi , Jeff VanDeusen , Daphne Friedman , Eran Andrechek , Holly Dressman , Andrea Bild , "
22082126," VENI Grant , "
22082218," Edmond Y. Lau , "
22085524," Marc Begin , "
22085540," Chris Rawlings , Dr Mansoor Saqi , John Lucas , Andrew Beacham , Thomas Baldwin , "
22085701," CoE , Tom Wilderjans , "
22087737," Kasper Hansen , Rafael Irizarry , "
22093447," Michael Kashon , "
22044602," Brandon Walts , Angela J. McArthur , David R. Galloway , McIntyre , Casella , "
None," Steven Leard , Suzi Smith , Burkhard Rost , Michal Linial , Peter Schuster , Kurt Zatloukal , Chad Myers , Ivet Bahar , Curtis Huttenhower , "
None, 
None, 
None, 
None, 
None, 
None, 
None, 
None, 
None, 
None, 
None, 
None, 
22099972," Dr. Wei-Chun Kao , Dario Boffelli , David Martin , Lior Pachter , "
22103807," Dr. Daniel Tenen , Dr. David Scadden , Dr. Len Zon , Dr. Stuart Orkin , Dr. Clemens Scherzer , Siavash Safarizadeh , Drupal , "
22111509," Thomas Brutnell , "
22168285," Rohit Gupta , "
22168340," David Senseman , "
22168374, 
22168401, 
22168447," Michal Gajda , Janusz Bujnicki , "
22168481, 
22168526," MURI , "
22115078, 
22115179," Paul Boddie , Sabry Razick , Sabry Razick , Birgitte Freiesleben de Blasio , Aaron Clauset , Laurent Dubroca , Katerina Michalickova , "
22115278," Dr. Werner Vach , SCHU , "
22115330, 
22118187," Fran , "
22118224, 
22122862," Rafael Carreira , Carneiro , Rui Pereira , "
22126369, 
22047014, 
22372736," Rofina Yasmin Othman , Dr. Amir Feisal Merican , Dr. Mohd Basyaruddin Bin Abdul Rahman , Dr. Suhaimi Napis , Dr. M. Shahir Shamsir Omar , Dr. M. Firdaus-Raih , Ms. BJ Morrison McKay , Ms. Kalaivani Nadarajah , Drs. Reinhard Schneider , Scott Markel , Paul Horton , "
22372765, 
22372825," Sy Bing , Choi , "
22372859," Mr. Akashah Hj , "
22372892, 
22479706, 
22372958," Soh , Wong , "
22372977, 
22373004," Andre Fujita , J. C. Rajapakse , "
22372955, 
22372978, 
22373013," Ms. Hazrina Yusof Hamdani , "
22373040, 
22373069, 
22373101," SCFBio , "
22373132, 
22373153, 
22373185," Dr. Dominique Gorse , "
22373214, 
22373238," H.L. , "
22373260, 
22373288, 
22373313, 
22373334, 
22373355, 
22129216," Dr. Mingjie Xu , Matlab , "
22051375," Michael Zuker , Georg Sauthoff , Craig Zirbel , "
22050630," Mr. Omid Abbasi , Mr. Omid Omrani , "
22054122, 
22059886," Allan R. Brasier , Alex Kurosky , "
22067142," Carol Whisnant , "
22070167, 
22070195," Matthew R. Huska , PESCADOR , PESCADOR , "
22070249," Elaine C. Meng , "
21985394," J.J. , C.S. , C.S. , J.J. , C.S. , S.K. , "
21985429," Dr. Maria Aretoulaki , Dr. Syed Amir Iqbal , "
21985453, 
21991981, 
21991994, 
21992002, 
21992011," Ralf Gey , Klaus Tschira Stiftung , "
21995452," Francesco Falciani , Gianni Deh , Christopher Penfold , Zoubin Ghahramani , Jim Griffin , "
21999117, 
22165918, 
22165980, 
22166012, 
22166058, 
22166081," Amit Kumar , Dr. Cannon , "
22166114, 
22166145," Ben B. , Iris M. Margolis Foundation , "
22165819, 
22165854," Richard L. Stouder , Anthony V. Palumbo , Waring Fincke , Marko Rodriguez , Gremlin , "
22165905, 
22165960," Ebenezer O. George , "
22166002, 
22166047, 
22166072," Amanda Alba , Eric Morales , Evenie Horton , Jorge Chao , Joshua Morrison , Robert Adelman , Andrew Peck , Mike Lewis , "
22166097, 
22166133, 
22165817," Dr. Fred Regnier , Dr. Jake Chen , Sumit Makashir , Hrishikesh Lokhande , David Michael Grobe , "
22165852," Dr. Jason W. Abernathy , "
22165903, 
22165958, 
22166000," Dr. Helen Benes , "
22166046, 
22011106," Dr. Valerie Desquiret-Dumas , Grant , "
22011170," Guy , Guy , "
22014212," Fundaci , Luis Pedro Garc , Luciana Delgado-Benarroch , Marta Pawluczyk , "
22014236," Koen Smets , "
22014271," Lars Steinmetz , Raeka Aiyar , Patrick Cramer , "
22017789," Anne Carpenter , "
22017798," Zhen Shao , "
22024143, 
22024209, 
22024252, 
22026913," Dr. Ovidiu Ivanciuc , "
22026942, 
22026390," Mathieu Laval , Pablo Cingolani , "
22029426," Mirela Andronescu , Nathan Boley , "
22029475, 
22032721," Robert Bjornson , William Grenawitzke , Johan , Trilok Shahi , "
22032770," Michael Ashburner , "
22032807," Javier Rios , Maximiliano Garcia , Victoria Martin Requena , "
22032181," Isaac Kohane , Dr. Marjorie Piechowski , Stephanie Nicholle Hill , "
22032230," M.B. , Edward , "
22034839, 
22034872, 
22034914," Wallace H. Coulter Foundation , "
22040322," Zhivko Duchev , Detlef Schulze , "
22151647, 
22151701, 
22151769, 
22151823," Sharon Regan , Kyle Bender , Daniel Frank , Kyle Laursen , Brendan O'Leary , Hernan Del Vecchio , Andrew Wong , Michael Conover , Azadeh Nematzadeh , Artemy Kolchinsky , "
22151872," Martin Romacker , Vachon , Manfred Klenner , "
22151901," Lynette Hirschman , Zhiyong Lu , W. John Wilbur , Rune S , Sampo Pyysalo , Tomoko Ohta , Tsujii , Hakenberg , Stiftung , Isaac Kohane , Julien Gobeill , Emilie Pasche , Douglas Teodoro , Anne-Lise Veuthey , Arnaud Gaudinat , Gerold Schneider , Simon Clematide , Therese Vachon , Aditya K. Sehgal , William A. Baumgartner , Kevin Bretonnel Cohen , Helen L. Johnson , Christophe Roeder , Lawrence E. Hunter , K.L. , K.V. , "
22151929," Wiley , Parthiban Srinivasan , Simon Clematide , Martin Romacker , Therese Vachon , Isaac Kohane , M. Huang , A. Neveol , Y. Yang , Marc Depaule , Elodie Drula , Christophe Marcelle , "
22151968," Ben Carterette , Kevin Cohen , Qinghua Wang , Aditya K. Sehgal , Han-Cheol Cho , Sampo Pyysalo , Tomoko Ohta , Tsujii , "
22151999," Zhiyong Lu , Chun-Nan Hsu , "
22152021," Karin Verspoor , Christophe Roeder , Hsu , "
22151087, 
22151178, 
22151252," Won Kim , Larry Smith , "
21966893," Sorrento , "
22151330," Richard Friedberg , John Sikorski , Glenn Tesler , Simon Daefler , Nicholas Chiorazzi , "
22151602, 
22151646," Grant , "
22151715," Hadas Zur , Oded Schwartz , Elchanan Mossel , Eytan Ruppin , Martin Kupiec , Koshland , "
22151784," CNPq , "
22151831, 
22151882, 
22151910, 
22151948, 
22151970," Pascal Durrens , "
22152004," Dr. Bernhard O. Palsson , Dr. Jay Hong , Dr. Bernhard O. Palsson , "
22152029, 
22152053," Anne Bergeron , "
22152084," Yaron Butterfield , C.C. , "
22152105," Feng-Chi Chen , Tsung-Kai Chang , "
22152123," Luay Nakhleh , Yun Yu , Cecile An , Luay Nakhleh , Noah Rosenberg , Steve Evans , "
22152148, 
22151086, 
22151151, 
22151231," CNPq , "
22151279, 
21975133," Innovaci , David Ter , "
21975162," George Magklaras , Harald Dahle , "
21977986," Shi Yu , Yves Moreau , Roded Sharan , Oded Magger , "
21982277, 
21982331," Dr. M. Li , Dr. Y. Zhao , "
21910883," Rob Leurs , "
21910884," Victor de Lorenzo , Miguel Vicente , Leonardo Da Vinci , "
21910885," Davnah Urbach , "
21910886," Dr. Emmanuel , Paul Sabatier , "
21914187," John Carrigan , Rishi Singhal , "
21914224," Rob Weiss , "
21920038, 
21923903," Marvin Newhouse , Harris Jaffe , Jiong Yang , "
21929784," Deutsche Forschungsgemeinschaft , Dr. Markus Donner , Patricia Cebula , "
21929785," Dr. Anna Maria Masci , Chris Mungall , Lawrence Berkeley Laboratory , "
21929786," Elio Riboli , Anne Tj , Kim Overvad , Francoise Clavel-Chapelon , Rudolf Kaaks , Heiner Boeing , Antonia Trichopoulou , Franco Berrino , Domenico Palli , Salvatore Panico , Rosario Tumino , Paolo Vineis , Bas Buneo de Mesquita , Petra Peeters , Eiliv Lund , Carlos A. Gonz , Aurelio Barricarte , Miren Dorronsoro , Maria Jos , Carmen Navarro , J. Ram , Jonas Manjer , Goran Hallmans , Nicholas E. Day , Kay-Tee Khaw , Nicholas Wareham , Timothy J. Key , "
21929787, 
21884611," Jeffrey Chuang , Kourosh Zarringhalam , "
21936916," Ms. Christine Brower , Ms. Malora Zavaglia , "
21939564," M. Kon , S. Ray , "
21943292," Thomas Ulas , Dr. Maurice Scheer , Alex Riemer , Adam Podstawka , Anne Kummer , "
21943316," Daniela Witten , "
21943333," Yael Mandel-Gutfreund , Dr. Hilda David-Eden , "
21943350, 
21943367," Harry Weaver Neuroscience Scholar , "
21951600," D. Center , R. Friedman , C. Berg , B. Bassey , A. Rossi , D. Ulrich , A. Broka , "
21955789," Daniela Cantarella , Simona Destefanis , Riccardo Roasio , George Church , Eva Maria Pinatel , Emily Hannah Crowley , Associazione Italiana , Cancro , Regione Piemonte , "
21957981," Hewlett Packard , Hess , Schuetz , Dr. Wendell Jones , Shuming Nie , Dr. Jian Liu , Mr. Matthew Caldwell , Hassan Khan , Deepak Sambhara , Lauren Smalls-Mantey , "
21958005, 
21961884," Arthur Brady , "
21906284," Jens Jenson , "
22537005, 
22537006," Marcello Varisco , Dote , LIBI , Laboratorio di Bioinformatica , PRIN , Strategico Regione Puglia , "
22537007, 
22537008," Tom Scogland , Alexey Onufriev , "
22537009, 
22537010," P. Clote , F. Lou , P. Clote , "
22537011," Neil Rawlings , Kluge , "
22537012, 
22507266," Jarek Bryk , Bernhard Haubold , Jai Denton , "
22537038," Jin Chen , Dr. Jue Ruan , Steven Salzberg , James Yorke , Yingrui Li , Yinglong Xie , Hao Tan , Ruiqiang Li , Adam Phillippy , Sergey Koren , "
22537039, 
22537040," Yoseph Barash , Benjamin Blencowe , "
22537041," Edmond J. Safra Bioinformatics , "
22537042," Edmond J. Safra Bioinformatics , "
22537043, 
22537044," Nadia Pisanti , Claire Lemaitre , Marie-France Sagot , "
22537045, 
22537046, 
22537047," Ian Ehrenreich , Shaun Mahony , "
22537048, 
22524245, 
22524279, 
22524302," Allison Jones , Usha Menon , Helga Salvesen , Heidi Fiegl , "
22530800," Dr Gemma Holliday , Daniel Almonacid , "
22533924," Paolo Besana , Ross Armstrong , Guido Sanguinetti , John Mitchell , "
22536831, 
22540951, 
22540977, 
22471599," Larsson Omberg , Rami Mahdi , Thomas Vincent , Jean-Luc Jannik , "
22545707," Shumaker , "
22545727, 
22475802," William Leung , Alex Gawronski , "
22480135, 
22883815, 
22883957," Kiley , "
22888776," D. Swarovski , Tom White , Andrei Savu , "
22892030," Flanagan , "
22897887, 
22897900," Dr. James Alexander , Dr. Robert Page , Dr. David Schultz , "
22897913, 
22897923," Nelson Freimer , Joseph DeYoung , Pierre Neuvial , Henrik Bengtsson , "
22901030," John McPherson , Timothy Beck , "
22901054," Lawrence E. Hunter , Martha Palmer , Arrick Lanfranchi , Colin Warner , Amanda Howard , Tim , Kevin Gould , Michael Regan , Bob Leaman , David McClosky , Spence Green , Christopher Manning , David Weitzenkamp , "
22852583," Carolyn Lawrence , Amy Toth , "
22906155, 
22909249," Aaron Gallagher , Connor McCoy , Joel Berendzen , Robert Beiko , Tanya Golubchik , Frank Kauff , Cymon J. Cox , Christian M. Zmasek , Brad A. Chapman , "
22909268," D.H. , P.H. , "
22913485," Anna Shipunova , Anna , David Patterson , Nathan Wilson , "
22913517, 
23320794, 
23320818, 
23320832, 
23320851, 
23320864," Jeremy Semeiks , Dr. R. Dustin Schaeffer , "
23320896, 
23320920, 
23320938," Peter , Shoudan Liang , Fernando Quintana , "
23320390," Dr. Keith A. Baggerly , "
23320449, 
23320474," David Beasley , Werner Braun , Dr. Reiner Eschbach , David Beasley , Jessica A. Lewis , Dr. Paul , E. Wimmer , Kay Choi , Werner Braun , G.J. v.d. H. v. N. , "
22920322," Ben Warhurst , Marcin Wawrzyniak , Piotr Michaluk , B.R. , J.W. , L.K. , J.W. , "
22920415, 
23244338, 
22928840," Generalitat de Catalunya , "
22928880," Coordena , de Aperfei , Pessoal ,  Programa de Doutorado , Belo Horizonte , Martin Boeker , "
22856649, 
22856673," Arthur Delcher , "
22856879, 
22935054," Zhou , Zhou , Zhou , Zhou , "
22870920, 
22870940, 
22873695," Paul VanAllsburg , "
23216858," Martin Weigt , "
22873729," Obradovic , "
22876807," William Pearse , "
22876834," Piet Jones , Winetech , "
23231059," Gregory Nuel , "
23234608," J.C. Murray , M.L. Marazita , R.G. Munger , A.J. Wilcox , R.T. Lie , B. Weir , C. Laurie , Dr. T. Manolio , Dr. E.L. Harris , K. Doheny , H. Ling , J.B. Hetmanski , Dr. C. Laurie , Moiz Bootwalla , "
23237380," Fabian A. Buske , Bailey , "
None," Steven Leard , Suzi Smith , Robin Dowell , Matthew Hibbs , Jonathan Eisen , "
None, 
None, 
None," MURI , P. L. Foster , M. Lynch , H. Tang , S. Finkel , "
None, 
None, 
None, 
None," Arndt , Haeseler , Ortrun Mittelsten Scheid , "
None, 
None, 
None, 
None, 
None, 
23282410, 
23282463," O. Jaillon , P. Vandenkoornhuyse , G. Rizk , F. Gauthier , "
23281593," Jens Stoye , Alain Bensoussan , "
23281614," Grant , "
None," Bernard Moret , "
23281630," CNPq , "
23281654," Rand Swenson , "
23281701, 
23281769, 
23281792, 
23281809," Eric Rivals , Olivier Gascuel , Abdoulaye Banire Diallo , Brendan Frey , Guillaume Bourque , Isabelle Lacroix , "
23281826, 
23281872, 
23281922, 
None, 
23281942, 
23282012, 
23282028, 
23256889," Ms. Wenying Xu , Zhang , Dr. Yi Ling , Dr. Wei-xuan Wang , Dr. Guang-bin Zhang , Peng , "
23259794," Irina Tuszynska , Anna Philips , "
23259833," Dr. Peter Kunszt , "
23259851, 
23270563," Grant , "
23270311," Zhou , "
23198735," William Noble , Evan Eichler , "
23206407, 
23216884, 
23216909," ARRA , "
23216942, 
23281929," Sakarindr Bhumiratana , Mongkut , Thaweesak Koanantakool , Kanyawim Kirtikara , Chutima Chaochaiya , Wannipha Tongsima , Isobel Peters , "
23281969," M.M. Mohie Eldin , Sanguthevar Rajasekaran , "
23282026," Samuel Croset , Saqib Mir , "
23282075, 
23282098," Chiu , Allan Lo , Emily Chia-Yu , "
23282138," Wee Choo Puah , "
23282174," Sharene Lin , Wong , Koh , Palaniappan , "
23282200, 
23282238, 
23281600," Dr. Kanungnit Congpuong , Dr. Aungkana Saejeng , Dr. Sastra Chaotheing , "
23281626, 
23281650," Jawaharlal Nehru University , Biopolis , "
23281855," Mr. Zhenhua Li , "
23281916," P.L. Lollini , S. Motta , "
23281941," Shady Issa , "
23282007, 
23282024, 
23282059, 
23282079, 
23282103, 
23282142, 
23282180," Magdy Nagi , Mohammad Ga , "
23282219, 
23282245," Ms. Tanya Singh , Goutam Mukherjee , Mr. Bharat Lakhani , "
23282285, 
23282330, 
23216969," Astellas , "
23216988," Tahir Mehmoods , Jonas Warringer , Carl Trygger Foundation , "
23217028, 
22330431," F. Mestres , J.F. Abril , "
22333067, 
22333114," Kourosh Zarringhalam , Peter Clote , "
22335941, 
22340093, 
22296803," Dr. Mirela Andronescu , Dr. David H. Mathews , "
22348444," Amy Rossman , "
22356618, 
22300537, 
22305354," Thibault Jombart , "
22313678," Sharon Milgram , David Landsman , Virginia LoCastro , Loren Hansen , Ben Busby , Jeff Skinner , Charles Vinson , Leila Taher , Verma Walker , "
22316103," Mark Rosen , John Tomasezewski , Michael Feldman , Andrew Janowczyk , Dr. Jonathan Chappelow , Dr. James Monaco , Wallace H. Coulter Foundation , "
22316124," J.J. , C.S. , C.S. , J.J. , C.S. , S.K. , "
22321652," Clive Hoggart , "
22321695," Elizabeth Jurrus , Tolga Tasdizen , Steven Peltier , Andrew Noske , Guy Perkins , Eric Bushong , James Obayashi , Masako Terada , "
22233380," Nadir Kucun , Markus Pauly , Zischler , Michael Eichert , Rechnergestuetzte Forschungsmethoden , Johannes Gutenberg-University Mainz , "
22233419," Robert Pantazes , Sridhar Ranganatha , Rajib Saha , Alireza Zomorrodi , "
22233443," David La , Vishwesh Venkatraman , Yifeng D. Yang , Moffett , "
22239737," Dr. Eric Boerwinkle , "
22244038," Shiu , "
22244131," Alexandra Simon-Grui , Tatiana Vassu , Ecaterina Nedelciu , Diana Smarandache , "
22244085," Ayako Ooishi , Raymond Wan , "
22257533, 
22264315, 
22269041," Mohamad Amro , Amjad Alkhatib , Hasan Altaradah , Dr. Fawzi Alrazem , Dr. Robin Abu Ghazaleh , "
22373274, 
22373303, 
22373327," Anna-Lena Lamprecht , "
22373359," Einar Jensen , "
22373375, 
22373396," Mikel Ega , Aranguren , Populous , "
22373409," Alfonso Rios , David Manset , "
22372975, 
22372999," Venkataraman , Overton , Dr. J Christensen , Jim , Segura , "
22373043, 
22280360," Adrian Tsang , Justin Powlowski , Annie Bellemare , Noutcheka St-Felix , David Taylor , "
22280404," Karen Yook , Juancarlos Chan , "
22289351, 
22289386," Isabel Rojas , Falko Krause , Ron Milo , W.L. , "
22292669," Fabrice Lopez , Francois-Xavier Theodule , "
22292714," G. Sales , C. Romualdi , "
22292799, 
22214541," Dr. J. Bart Legutki , Kevin Brown , "
22222089, 
22221313," Marcus Ennis , "
22226192," W. Zhang , "
22646023, 
22783946," Jose Santos , Stephen Muggleton , Dr Suhail Islam , Kurt Drickamer , "
22788675," Douglas Santos , "
22793366, 
22800292," R.S. , "
22800377, 
22799258, 
22799431, 
22805427, 
22808927," Grant , Grant , "
22812426," David Holden , Dr. Isabelle Virlogeux-Payant , Katja Becker , Gie , "
22823282, 
22823337, 
22823405, 
22827839," Carryn Hayward , Delphine Gourault , Olivier Collin , "
22827163, 
22827252," Wenge Guo , Leping Li , Keith Shockley , "
22830977," Gustavo A. Stolovitzky , Ji Wang , Chungui Xu , Junfeng Xia , Meiling Hou , "
22838505," Shiv Erigadoo , John Attia , Chris Oldmeadow , David Albrecht , "
None, 
22838836, 
22838965," Dr. Yunfei Pei , "
22839106," Lu , Hoff , Pieper , Salazar , "
22839202," Marbella Fonseca , Pedro M. Torres , Gabriel Limaverde , Amanda Sutter , Eduardo Almeida Costa , CNPq , "
22748099, 
22748121, 
22846331," John Quackenbush , Victor Velculescu , "
22873757," Nigel Cooper , Dan Goldowitz , Mike Langston , Terry Mark-Major , Cynthia Peterson , Claire Rinehart , Arnold Stromberg , Rob Williams , Zhongming Zhao , Terry Mark-Major , Michelle Padgett , Jane Thornton , "
None, 
None, 
None, 
None," Lung , "
None, 
None, 
None, 
None, 
None, 
None, 
None, 
None, 
None, 
None," Y. Diao , C. Ernst , A. Montemayor , U. Ziegler , "
None, 
None, 
None," Abdallah Eteleeb , Dr. Robert Flight , Yajie Wang , Elizabeth Malloy , "
None, 
None, 
None, 
None, 
None, 
None, 
22849868," Zhang , Grant , Grant , "
22759391, 
22768846, 
22776067, 
22776079, 
22831154," Marc Robinson-R , Dr. Eyal Privman , "
22901087, 
22901088," Grant , "
22901089, 
22901090, 
22901091," Jacquelyn Fetrow , Steven Wicker , "
22901092," Ms. Rebecca Hiller Posey , "
22901093, 
22694311," Ari , Daniel Dalquen , Manuel Gil , Maria Anisimova , Maria Anisimova , "
22694346," Havard Rue , Xavier Estivill , GENOMET , "
22694481, 
22698142, 
22702410," P. Guardiola , "
22708584," Christiam Camacho , Josh Cherry , Peter Cooper , Michael DiCuccio , Paul Kitts , David Lipman , Wayne Matten , Scott Mcginnis , Yuri Merezhuk , Jim Ostell , Yan Raytselis , Eric Sayers , Greg Schuler , Tao Tao , "
22713095, 
22713124, 
22712439," Lesley McCowan , Rennae Taylor , Kelly LeFevre Atkinson , "
22716030, 
22720696," Dr. AbnerNotkins , Alzheimer , Dr Bart Legutki , Dr Rebecca Halperin , Serine Lau , Donata Vercelli , Marilyn Halonen , "
22720726, 
22720753, 
22720789, 
22726705, 
22726767," Art Delcher , "
22726842," Ewan Birney , Marcin Sikora , "
22759414, 
22759415," Robert Miller , Dr. Kwan-Liu Ma , Teragrid , "
22759416," Andr , "
22759417, 
22759418," Bob Miller , Dr. Kwan-Liu Ma , "
22759419, 
22759420," Albert D. , Eva J. Corniea Chair , "
22759421," Heiko Schmidt , Nick Pappas , John Wiedenhoeft , "
22759422, 
22759423," Elisabeth Georgii , Koji Tsuda , "
22759424," Bader G. , Adamcsek B. , Palla G. , Farkas I. , Derenyi I. , Vicsek , Shinbo Y. , Mihara K. , Kurokawa K. , Kanaya , Wu M. , Li X. , Kwoh , "
22759425, 
22759426, 
22759427," Sergio Morales , Andrea Szab , Andrea Szab , "
22759428," Dr. Ka Zhang , "
22759429, 
22759430, 
22759431," Illes Farkas , Khairul Kabir , Rajib Nath , "
22759432," Drs. Yudong Li , "
22759433," Victor A. Albert , Eric Lyons , Nadia El-Mabrouk , "
22731852," Lusheng Wang , "
22759455, 
22759456," Yoshiro Okuda , Yo Shidahara , Yumiko Katsu-Kimura , "
22759457," Kar , Fran , Tisserand , Bernard Talercio , Valentin Loux , "
22759458," Philippe Thomas , "
22759459, 
22759460," Tomoko Ohta , "
22759461, 
22759462, 
22759463, 
22734592," Nacional , Stefano Parodi , G. Gaslini , Miguel Brito , Kamil Feridun Turkman , "
22738078," Dr. Christophe Dessimoz , Dr. Manuel Gil , Stefan Zoller , Stephane Guindon , Manuel Gil , "
22738121, 
22738145," J. Leek , J. Rasgon , Scott Zeger , Margaret Taub , Rafael Irizarry , Kasper Hansen , "
22738169," Alex Nguyen Ba , Dr. Christian Seis , "
22741547, 
22748055," Keiko Akagi , "
22672646," Atte Hinkka , Petteri Hintsanen , Kimmo Kulovesi , Petteri Sevon , Biomine , Onkamo , Hecse , "
22672667," NGFNPlus , NGFNPlus , "
22672699," Tom Hoffman , Iona Cheng , John Witte , "
22676296," Tom Perry , Susan Lindsay , Janet Kerwin , "
22676320, 
22676326," Naim Raja , "
22676372," Andrea Arias Aguirre , "
22676414," Cai Yuanpei Program , Radapop , "
22676436, 
22682516," Dr. Mathieu Lavall , Dr. Hyungwon Choi , "
22536859, 
22536860, 
22536861, 
22536862, 
22536863, 
22536864," Mulcahy , Catherine Putonti , "
22536865, 
22536866, 
22536867," V. Glenn Tarcea , "
22536868, 
22536869, 
22536870, 
22536871, 
22536872, 
22417279," Paul Ashford , "
22424087, 
22424103," Vasant Honavar , Drena Dobbs , Li Xue , Rasna Walia , Fadi Towfic , Vasant Honavar , "
22429538," Cloudman , Alex Richter , Tim Prindle , Andrey Tovchigrechko , Johannes Goll , Tim Stockwell , Jeff Shao , Tom Emmel , Daniel Gomez , Eddy Navarro , Indresh Singh , Marty Stout , Darnell Edwards , Deepak Singh , Justin Johnson , J. Craig Venter Institute , "
22536893, 
22536894, 
22536895," Tyler Clemons , Venu Satuluri , Mikhail Zaslavskiy , Chung-Shou Liao , Xin Guo , "
22536896, 
22536897, 
22536898," Robert C. Elston , Jing Li , "
22536899, 
22536900, 
22536901, 
22536902," Babak Alipanahi , Thorsten Dieckmann , Yay Duangkham , Guy Guillemette , Mike Piazza , "
22536903, 
22536904," Christian Baudet , "
22536905," Dr. Richard Moffitt , Dr. Todd Stokes , Wang , "
22536906," Michael Pusch , Laura Gioiosa , "
22536907, 
22435713," Joe Yu , George Marselis , "
22439608," Thomas Walter , Enrico Glaab , Simon Anders , Wolfgang Huber , Gregoire Pau , Toby Gibson , Lars Steinmetz , Rob Russell , "
22443377," Zhenjun Hu , Ami Khandeshi , "
22443413," Felix Feyertag , Bram Vrancken , Kenneth Henry , "
22443449," Vincent Lacroix , Claire Lemaitre , Delphine Naquin , Fabrice Legeai , "
22449207, 
22449239," Yuan-Fang Li , Hasti Ziamatin , Razan Paul , Tania Tudorache , Timothy Redmond , Matthew Horridge , "
22452998, 
22536954, 
22536955," Leishdrug , "
22536956," Anthony Green , "
22536957, 
22536958," Legge , F. Cillo , "
22536959," Cancro , C. Gambini , "
22536960," Luca Bianco , "
22536961," G. Pesole , E. Picardi , A. Zweig , C. Li , "
22536962," Warren DeLano , Regione Toscana , "
22536963, 
22536964," Borse , I.M. Lait , "
22536965," Grant , "
22536966, 
22536967," Finn Drabl , "
22536968," G.R. n. , Ernesto Picardi , Nicola Losito , Raffaella Stallone , Anna Panza , Cristina Consiglio , Maria Silvestri , "
22536969, 
22536970, 
22536971," Domenica D'Elia , Saverio Vicario , "
22536972," Carlo Bernasconi , Collegio Ghislieri , D. Segagni , "
22536973," Beracah Yankama , Andrew Koo , Christina Pujol , "
22536974, 
22536975, 
22536976, 
22458711," David A. Lewis , Allan Sampson , "
22385976," Karyna Rosario , "
22401579," Biom , Dr. C. Maj , Dr. J. Pujol , Dr. J. Capellades , Howe , A. Heerschap , Stefanczyk , Dr. J. Calvar , Dr. Candiota , Dr. Olier , Ms. Delgado , Ms. Mart , "
22574887," David van Heel , "
22574904," Vasant Honavar , Drena Dobbs , Jeffry Sander , Lukasz Kozlowski , Janusz M. Bujnicki , Yasser El-Manzalawy , Vasant Honavar , "
22574924, 
22574945," Anna Tchassovskikh , Nicolas Derian , "
22574964," Bo Liu , Manuel Stark , Kaustubh Patil , Arthur Brady , Steven Salzberg , Ozkan Nalbantoglu , "
22578364, 
22578440, 
22583488," Flores , Gerstein , Paul , Ramani , "
22583558," Tahir Mehmood , "
22587526, 
22591016," Lung , Lung , "
22591066," Sevini Shahbaz , "
22594911, 
22594948, 
22607328, 
22607364, 
22607382, 
22607449," Michael , Roland Jungnickel , Michael Berthold , "
22607476, 
22607515," Fort Detrick , Amber Jannasch , Bruce Cooper , "
22607549, 
22607587, 
22607209, 
22548871, 
22548918," Matthew Wheeler , DOE Grant , "
22548963, 
22548981, 
22549015, 
22607234," Rishi Mukhopadhyay , "
22607271, 
22621237," Bernard Van Emden , Michael McCutchan , "
22621266," Raheel Nawaz , Yoshinobu Kano , "
22621308," Matthew Sartin , "
22624611," Martin J. Lercher , Arndt , Haeseler , Yannick Schrader-Schilkowsky , Arndt , "
22624656," Peter Tompa , Keith Dunker , Monika Fuxreiter , "
22646858," Sigrid Juselius Foundation , Jane , "
22646978, 
22647057, 
22647087, 
22646090," Keith Gull , "
22651691, 
22554139," M. Ueki , G. Tamiya , Cordell , "
